PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
391,1,2,hsnjwgoebmkrnprodcunhipuushylcapakwsdksf391,male,68.70238574978536,8,5,33638,300.1338995860556,B4,S
392,1,3,jjanxygpvflegwgkepiqsipxbngphdmybpkcinvq392,male,44.78115275185957,0,0,2625,8.585923443447445,,C
393,0,3,mfqhqoebvnbaakdotcdwqjfbnvvmtphnppkixyrl393,male,34.86255689018417,0,4,PC 17475,438.51479393608935,F4,S
394,0,1,dmukzrddxstyespgfpogxvmlqittyrtljfsdzjer394,female,40.08505252306528,8,3,113050,485.759563847643,E68,S
395,0,3,kvrizzjebgmcasbwowrrorcdphvlhuriuvqrljhf395,female,54.156393776878,2,5,SOTON/OQ 392082,47.50855916303724,C78,C
396,1,2,hsifzaqnlquuxrsjcdbfdttmsdtvvkredsrkwvep396,female,75.62743900752146,8,3,3101264,394.72065053090614,F G73,Q
397,0,2,fswglpkwvilzppapviunpjjzmqsnzopuemoxjijn397,female,2.4191633952317093,1,1,3101265,150.19489424145684,D33,
398,0,1,kigetoiyhivrkhjivbzyjwfbhqlmjmcwcsgymutr398,male,42.493438587938876,0,1,111427,407.28165925853455,E33,Q
399,0,3,wldpncuczatgossycjgwiomxgxkepbhdfarxkzja399,male,42.91003542866486,8,0,236171,8.772961873984245,C54,C
400,0,1,fwfammmiaxnvyjchwtpndbmctzzjicpwbefyffth400,female,67.28753264635887,5,6,324669,448.32804990881016,D50,S
401,0,1,kyvdnfalvubwhbgerjnzfrowhtrghfyjdowyvsto401,male,67.09947075501805,0,5,SC/PARIS 2149,443.97910117141737,F2,Q
402,1,3,knwsmtbyqdpddtjvyopytriquvoituddtnqflokw402,male,40.172329067005435,1,3,11813,69.04039465363263,B5,C
403,0,3,zdzobjkgjetducisicthsrqxjwwbnrhoeeukgrlo403,male,55.11917528342838,4,6,SOTON/O.Q. 3101310,381.9969375000202,F G63,Q
404,1,1,xjyvzhpmyfffysnvavsgftrnogzodcrdhlijvygk404,male,79.62510149822106,2,3,PC 17595,281.38513465551256,D20,Q
405,1,1,rbspdmfdvfrltnuhbdgfowauvepgvooxnbkutpyn405,female,41.03009112678895,1,6,345774,198.3682069188102,D15,S
406,0,3,avltlzuhjkwevqdqazepyovzkbzeixgwdrgdjllr406,male,,0,2,28206,7.8192285498834675,D6,
407,1,1,xzichsrrdhpxlojntrimsvrbzexeeyisxaybhrpe407,female,42.340421474923424,1,5,248733,381.18556114580144,D21,C
408,1,3,ceeanwwqeexnxhclcwhrcfogybqdnddowlhcamix408,female,6.78088615513286,1,4,35281,255.97554102263538,C148,
409,0,3,bpvvxydzsvzcoxvvnuarepgqxmuoqbdduchhmwqc409,male,39.51644683968105,1,0,113050,111.3426136124996,E40,Q
410,1,1,ocuvfhzactuygqszqlfehfdmzvrzclxbuwmpxdfy410,female,22.233727767439284,1,2,111426,75.53557202802205,D35,S
411,1,3,jqodhgnfsedpdnxwhfabkdaosboiuahnbdqvoduy411,female,79.16854900239049,1,5,341826,269.26860803337144,F38,S
412,0,3,bprtngdngchsbqmiangfuymojtakufpswlblzhkn412,female,17.882115613907306,3,5,113792,306.4916052215579,D9,S
413,1,3,uzppzoowgrhnrqotgxdnzrnuiehloqlgpryzqwbb413,male,38.56423966475859,1,0,250653,76.74322513613531,C32,C
414,0,2,qzmzmevleedhrgvubskjeknukwgarefipwrsqnyb414,male,31.66038878116717,0,2,244367,20.824698680117095,D26,C
415,0,2,qjpivihfvefudgywmotyzndaxcxivhgzgannkvxz415,female,59.30147863552345,5,0,250655,17.507237833077042,C128,
416,1,1,mnvndnrfrmnhenrtehtcmewrxidizmnwkxpzdsad416,male,7.013141531954927,1,4,17464,490.658045492068,B42,Q
417,0,3,vjpesgnslizrtqurnasfujuhhhogipgfgxwslihd417,male,,0,4,111361,0.12596338925183206,A10,C
418,0,2,sqplseyubhtlgafnhutevryglvtbmhpotienijsu418,male,68.06395773147364,8,4,13568,476.350135221036,A7,Q
419,1,3,yshhlfhymkbqscrgzlvdztngdavlefmwcrwoxwxw419,female,40.93405434137893,2,1,358585,376.67620899041043,E8,
420,0,2,jxofqgntjlvfdpkggdgvnnxribibvqiqmhsmiake420,female,10.394787133880637,2,0,STON/O 2. 3101289,433.82853291280634,C85,S
421,1,3,mbkekrwqyqmskzdhgbrjkdyhhdrraedlpycaiioh421,male,77.03349394656537,1,6,W./C. 14263,269.41138123836873,D,Q
422,0,3,ubcgdajstveoswkwogmwdoofnfqynydjskjsaibc422,male,20.5761053353822,3,0,330931,17.850743124270988,C7,Q
423,1,3,fxndvuvnuivtjhbjwykgdpjqcuzaktelaqozwouz423,female,47.6104761366213,8,1,226593,16.582968348948057,D45,
424,1,1,dwvrrwflftgerummdpigycrgxdoxgepoycgkpgqu424,male,47.94098619780508,4,5,364846,5.24932818464864,D47,S
425,1,2,yiqytjywllkamltihihbletpwvkewslxxdusstph425,female,33.456860610155005,0,4,347081,16.504687554697213,A6,S
426,0,1,erzjzglptprwibojvdfzzonvsfjfhkwfebzikmwu426,male,33.875723133024366,4,2,W./C. 14263,178.84698214105893,A7,C
427,1,1,fppqevoprjuaqgwazpgenphehybgwzdgjjaanmfk427,male,3.643139347058985,0,5,113788,105.31400499411835,C47,Q
428,0,1,wifrtysuowwngikqfqikbgmaezfzclfzshjctnwt428,female,56.3737276015486,4,5,A/5. 2151,94.48742044767715,C47,
429,1,2,dtszpkupvrtudrknhmnuvsfungzendvggjgiuqta429,female,46.739478768135996,3,5,2667,15.736322470045907,C111,C
430,0,1,nhlfwogmnnppwdwsjlukrozftyvjcmhkyfzhixnc430,female,76.52760951465956,2,0,250644,60.86098749781874,C101,
431,0,2,mcssryhdmkzubhwpemhhtskmekxnyxmkvkizsgum431,male,29.415324504841003,4,4,368323,199.63798100265916,E34,Q
432,1,2,ehqblacxkyipzjixdkfnovadgmyvpeyjeqqoejol432,female,31.57533399209443,4,3,250648,0.26861057700649627,B78,
433,1,1,xswyvjbamaeewpgscdtgevrtezvdesbuywcrsynl433,male,72.26294211559497,3,4,36865,458.3402466216533,C23 C25 C27,Q
434,0,1,waiigkuqnydxpvpsyirqyuxoqizxvkbyafgoprjm434,female,48.31098072321873,1,5,349204,507.6507110077917,B28,C
435,1,1,srleyfjwgulibzijelfcuxmuyinlxajtzeozjvkx435,female,41.872688992244456,1,6,33638,191.62917608712505,C111,C
436,0,2,uqqzbsntkjsgvglbhujdhocdblqzpqslzflzyjlz436,male,34.208995386244034,0,2,349237,412.63350233544423,A32,C
437,0,2,urjwoetltuffvqdbroyrcgxwxyxobwuuvhwzeqvh437,female,47.62417090358754,2,6,2666,421.4581012910153,C111,S
438,1,3,wmiiibitkvixhigeudwluhjnytajxfmnobmwezkj438,female,,0,5,382652,373.5969310200733,T,C
439,1,1,idybjrerskcvwlcdudqfudsotcqperkftcrgazea439,female,74.89569402170751,3,5,330959,288.2846559727126,B73,
440,1,3,wxkgadebagffpdztblywvcouchfxwgbhrundzwtg440,female,30.953030814417552,0,3,3101276,114.92905380795861,B71,S
441,0,3,bzflvyypbfkalsyehapbryfwruiburuaybzjcmsu441,male,56.72831624037875,3,5,CA 2144,250.41956485011224,D33,S
442,1,3,hbtnveidyxtcxyzdnooabdcelhwrhcuzqmpqwxvk442,male,,0,2,SC/PARIS 2131,228.56880213276418,A7,C
443,0,2,emhkxyrulfkwqpjcflwrtugsjxdogmljnjlfahwv443,female,79.94710287246615,4,6,113509,296.168417384604,B96 B98,S
444,0,1,jqouuivoiubmzlfcbyeesfsxfhoacndigembufel444,female,2.055926841027888,0,3,248733,431.0543660967951,C91,
445,1,1,muczasxumvyoowgzerwumuliuicdznjmnszswekk445,male,26.72823626914862,3,6,29106,155.69513303270725,B73,S
446,0,3,inlawfliapxyulbzxpfarlfqimqxlzikbzwbxnvg446,male,25.83261167901675,0,5,C.A. 33111,21.937117803667032,C90,
447,0,1,dapwhxjjzsvycnypcmehzovmswqolflbpuqnhejh447,male,36.418143972015315,2,6,STON/O2. 3101290,484.6842894836367,B30,
448,0,1,roieclhdzlcxhrruvolzcwcjpebxjllufelytwhs448,female,50.04166816280226,0,3,STON/O 2. 3101280,491.0163405355374,B79,
449,1,3,dgbydzripmmprvliwryatoiyzqmwodlhydonnkqd449,female,32.85429229274756,0,6,PP 4348,21.197296902853115,B80,C
450,0,2,vhkxajptuoxyalelinaeelvwmwowykxcgexmmwei450,male,0.5491800747859231,1,4,2677,406.0097778195089,C91,S
451,1,2,gouycttnegyiuybzajvnqzkfkslvpepczjztizhs451,female,26.750636285826722,1,5,W./C. 6607,22.508129754112172,C104,C
452,1,3,ohlxwixeavuarufhfxfumjupgrvozpqdmyxifqlr452,female,42.716635872757756,0,0,250652,192.56250382382143,C82,C
453,1,3,ymxkagwnmijwmvakldqbrxzpnxvcgourxcgwiwhu453,male,52.565960149307685,4,4,12749,194.89654050831916,E10,C
454,0,2,lbicjqwxiqzbbbsqlivsgdjjycqcpcldpopexnsj454,female,22.500043045836243,0,6,SOTON/O.Q. 392087,107.79619613355308,D30,S
455,1,1,twwfepjnkecwwlwecaayyxiwusdysvzyjmsapihj455,male,57.505391879050435,3,3,248738,274.30442350957696,B41,C
456,1,1,voiokliprbdatrkoewafcvufpngmposdivmtnnhs456,female,5.924604597123087,1,2,371060,292.1561695520626,A26,S
457,0,1,agmpprxctttjesarfzvbjcmzwigxltrefnbuymaf457,female,23.404374776926023,1,0,113783,461.63855703725136,B28,
458,1,3,insscrnvfkdrsdmpqcrqearrhsygcysgyqgxzwmu458,male,77.97198199686898,1,6,65303,490.1521881423972,B94,
459,0,1,xtmbbywbtcuqerqpzcdggyrnqunvcxypixemfjfb459,male,67.59059965272532,8,1,PC 17604,445.4245916780179,E36,S
460,0,2,jisykvaqjmhfmytfnbbwnoezagrheuioyruldamt460,female,58.553666457023866,5,5,2648,99.52455309476453,C46,C
461,0,3,xujirdnmxshmqlwjxluvwcowfphzbwcejhxjqfng461,female,10.236942703436481,4,2,315037,373.1022616578294,E40,Q
462,0,1,elsaxqndqmrhmifffzqpzbghheuiqlubdwnodska462,male,34.767971994780375,3,5,312992,100.32064166262049,F G73,
463,0,1,aidckqntvtdgytgwrclyzitruktsfhmebhjckyzy463,female,21.659366346338608,1,4,8471,484.9063657196252,D35,
464,1,2,zwrvtyytajqqxvmaojryhzjmrnyfijibapgdtegb464,female,16.830684370469918,0,3,248747,27.83984044382948,C86,S
465,1,3,hnelaikhisomgddfsosrvfjtpkguflwjxzvhrrkb465,female,50.88378535277756,4,3,230434,399.31489661715364,B41,Q
466,0,3,jpifkeoyrabnvimcxcvzatdundxcdfbtjagvmdhg466,male,26.76908698468895,8,2,345769,239.1175641082062,A24,C
467,1,1,eesjiqoitoulrkqvhvmwasonlqixpxogxtcpwfhg467,female,35.389706069176604,0,1,2686,38.598756977987705,A23,C
468,0,3,ymqhgmgmdqyaidpephhzxgkupsusmgivujknobrc468,female,56.631767208164554,3,5,F.C.C. 13531,37.28539288223146,B80,S
469,1,3,mqudxndgdlxpodmvujluomstkwhohwlglrwozvqw469,male,51.79598582283737,4,1,248747,370.92488764535113,C82,Q
470,1,3,kvcnonhkawisnvwsutjshteyuikikkmyvxixdpdj470,male,71.2435786802474,4,5,347466,233.15604441254655,F38,Q
471,1,1,noqvjhpufoqtrcqvwkkcjhhqaxqhqjmmpdmiibqa471,female,16.005294996794127,2,3,SOTON/O.Q. 3101306,123.80845196017816,C87,S
472,0,2,zkqyvaexqqfmcjyptuezeosdxfzqhkxdenhxatsg472,male,79.49281565793663,2,0,364506,243.10737702911933,B37,Q
473,0,1,hfavqplovoxxrlheamsobzktpjiokujftippukgk473,male,27.003724650054732,5,0,PC 17592,16.52229793631026,B71,C
474,0,1,khlvdcrplbjsbrsgnihcydvndyzlxdhgbsgxralb474,female,11.601988129911252,2,1,SOTON/O.Q. 3101305,421.97171636216035,D46,C
475,1,2,qudtdnxlnuvjdsdtgbasbrbjxnehbigqijjnxahq475,male,38.29613008343175,5,4,8475,414.500410002727,B71,Q
476,0,2,nnmcvpafyjzotdnusmjbhrvbijvbzgwszaerthkz476,male,31.39846132530609,4,6,374910,398.10541984542897,D56,Q
477,1,2,bespkmydhwkbqbgnpcyqickokhykvfbfkaigjjsp477,male,33.00453819460374,0,6,STON/O 2. 3101275,362.71728334406146,C70,S
478,0,3,msouemlqjherpgpvwhdrfzqybsmqjcxazzemmssh478,male,79.13303202919568,1,5,W./C. 6609,73.06273582793432,C95,
479,1,2,kgzhiqfnbdhxdxcrpjollervgaxfepgguzwrqdal479,male,53.91598224454018,5,0,345773,303.08381125859853,A24,C
480,0,3,tnundwfwwamnqfjnnlmapahttuspagkuikmnicni480,female,75.05257594454221,2,1,113796,54.91243701510621,C111,
481,0,1,mnmrkgcyiwmetzsxbklnouqfxryvhtrsdosgmrye481,female,77.8333160722757,2,4,26707,309.16105836907155,E24,
482,1,3,acpdmspkyahoipgtatsthllusuuuysdjyguiptzv482,male,71.2046541798173,4,3,211536,155.45328045062834,A32,Q
483,1,2,cpavmneicnutrwrdybdmyejteixkcgukgypmlreu483,male,48.467776209584656,5,6,330979,394.3204198330338,D47,
484,0,1,igfcmqrmhgvkxxsybafhzzfzmlwuacwnycctnopc484,male,0.5976261626837371,2,2,17465,229.34522785803003,B102,C
485,0,2,yrqiyfyjsraebgjmcwmnzataxmoudzhavqkiultk485,male,63.82253824825647,3,2,350060,500.9590887223259,E36,C
486,0,2,bmaugwilvnaxygofpafpfbnorcxfwutppykyroph486,male,62.03945093587922,0,1,315086,262.9664508611187,D37,S
487,0,3,qqzrwekkpmjdsuxufiiwxfyrazlgtefmhtsfvivr487,male,75.627363099203,2,4,PC 17756,57.11570999407344,D37,C
488,1,2,zaiawuoseiulteijhqvupltlmxealtchjrmkvvdu488,female,39.99029255923876,5,1,STON/O 2. 3101275,412.7035387586236,B82 B84,
489,1,3,mnxxopjtrdgdochryvklfumhvitokxvlweqqoaqm489,male,30.92504787562097,0,3,349228,464.710025020914,C91,Q
490,1,2,ecxgvxhivvvlqciposvmysfpijhpvzwrkpebirgc490,female,66.35917957102593,4,0,2651,200.11228289517535,A7,
491,1,3,qfqwvnwqyghmwuzxxqgzuzcmyuszbfvvdnjslqzu491,male,,0,4,350042,80.40067860346103,D28,Q
492,0,3,lzudmucmrvgdalpsfrembzsogccpbzymmncrudpe492,female,72.901381969361,2,6,PC 17757,47.75065831701376,A6,
493,1,1,nlniylikywuvcspkgkoypcuopezlrvrwfntsbaxk493,female,28.644941876590757,8,1,330919,277.2468972474485,B30,
494,0,1,nbllzndlgytvropavfmnpclpqlpiacrsnerpvovf494,female,,0,3,349236,208.43623720630498,C111,S
495,1,3,uaftebuboznlsyfdjjofgcioagwqwwwrjckumcwt495,female,39.491369581812364,0,1,2648,142.39485072014543,D10 D12,C
496,1,1,cxbxcvnxtxfsbgzccswjfjhzuawmkordoyautelg496,male,19.87242405710768,3,3,345777,179.49595098892192,A19,C
497,1,2,icoaduvlpllfypcnlxikjztftamjaxceqjljrokl497,female,47.29021553285496,3,0,324669,22.08231415374843,B71,
498,0,3,hxvjiqnfusvxctbwqjkuhqxxikdpziceesjihsou498,male,15.136341179839137,4,5,250651,501.0138235246566,A16,S
499,0,3,wvvdhoglphhrpkugzwrhmdcddcwuqbhuapgjkfpd499,male,33.923622130861716,0,4,347470,96.19852699928958,D7,Q
500,1,3,vxikyfzsraxophvbhxddcdejpaqyuircelixsxmt500,male,17.550834816717263,0,6,2691,12.560911453137257,A26,Q
501,0,2,hgszzmacdwicgaefdejnramupsdncqvjyoisqpke501,male,20.766397239742446,3,6,312991,17.686167528146665,E67,C
502,1,2,eoiedctsmxpolpcgnbuzhbksnlfqclmcoknkeitt502,male,14.051935617079138,8,6,349209,331.2525697751471,C106,Q
503,0,1,xqqyzeaakdqiirjzkzjcjyqhqscpegihkdulmatl503,male,34.50416562453183,0,4,8475,91.18296286330788,D28,Q
504,0,1,hiinprkqswrwhbpnvxgwnfobdyuyfgceroxepgey504,male,4.092141840304163,0,5,28424,150.48915786104743,C49,S
505,0,1,nebgatgbxnqesdcorzkcbjornnsesvwpxwohltri505,male,51.89136822716787,1,1,SC/AH Basle 541,316.18512985206735,B30,S
506,0,3,eybquogrciamqmtxxlatfaatdxynrfreraltiels506,male,77.6748363210363,1,0,PC 17572,207.43011855482612,E25,Q
507,0,3,hgsbsmcswrjouwpdqggtkrgyqfzqigpjzxlxneqg507,female,64.47876052164233,1,0,113514,153.83054753148122,A24,C
508,1,2,wrxpntmwbczpnlokjzkrvdcaaepjzmsdyzdnvgfh508,female,23.394024736503876,3,4,250655,5.8059778059532015,A10,
509,0,3,hxrzjzhkgpsvcdrxdvjbaqhwlxgfiwonrpabecab509,female,27.21569750045367,1,5,345765,456.9614461648941,C45,C
510,1,3,kblprccmkerzjiacuhjcseclwqoozcovjxoybajb510,male,76.14315866604264,1,4,12460,136.06171105825152,D11,Q
511,1,2,dgwydvbwtbawgmdmxgfonfxrsghinaybvvbertck511,male,38.008493305953536,1,4,29106,133.83617056149225,E101,Q
512,1,1,frneaddomregtmdxvnibllaxizrocvydlsrbffbr512,male,3.1512576370039627,5,3,7534,499.40903691551125,B4,C
513,1,3,igimppwkxdtcyjzughlmcavqdoexrjcnkfpmnxgp513,female,52.26690411928349,5,2,370371,254.80447157768876,C32,S
514,0,2,hmsfzsiptdszdqedsqevdjcspfmkuruwpdctqteo514,male,19.993824484185023,2,0,363291,346.0522060607323,D28,S
515,1,1,gsxleskmaesxfpdqmfuobyyfhisjktfrjohorasb515,female,36.08076285382496,3,1,384461,367.3623653097278,B51 B53 B55,
516,1,1,awhxaxfrzdeambqqeeavskvslwbaohmxocytddkl516,male,43.08499769014149,1,0,239865,27.601781529235367,A24,Q
517,1,2,kijdcennbocmqzbqytwdwugmtezigryxjvgoygbe517,male,8.690504849274527,4,0,2908,65.92823605135483,B35,Q
518,1,2,ziqlrsqyoygrjpkanxizqbtaguulyfldwsgbwtyu518,male,16.61584094472202,0,5,370129,5.795902866291298,E10,Q
519,1,2,czwbtexxnuxevgmrrxpiebuescorpatfrvafdqgz519,female,69.4924689396737,8,0,PC 17601,239.96216670508568,D15,
520,0,3,ouofehvayrkrctmjeynkdceolwiwomnjrsiqzjoa520,female,36.34789310336505,1,0,349225,112.22987052067802,D36,C
521,0,1,bfhsevgpqkuehtbzhowwfgiudubqzoeyidopjepi521,male,9.762205476864388,2,3,2664,326.81951874675974,A34,C
522,0,3,kwqppqswazeullkbotmblvrhzufcnvyzajmuljyx522,female,72.08164771618429,2,1,113028,364.56395103758564,D19,C
523,1,1,wscfrqrpsthkswkmhtripbzbfixjxxfqxcdkjvwc523,female,8.275833257594211,1,5,384461,23.9742457664351,C104,
524,0,3,xfsfsuswatxsoyicnblqzjbpamivjwabaqkvqois524,female,23.573827655595007,3,6,111240,480.1136342474401,B42,S
525,1,2,iigvkxetgrmfbknejdjcjlmgsseinzkkkmfqltsg525,male,8.658589576071707,4,0,312991,473.4208594716302,D11,C
526,1,3,ogccvcsxhtfrfufszdmdrojjfchajaztthuwpsqe526,male,31.827978230462637,0,0,349214,150.63693958689674,C54,Q
527,1,3,ggcyjbjxyylqmjbloisqiksziowcyligncravamm527,male,17.16354462117598,0,1,SC/AH 3085,316.5981322000028,C50,S
528,1,2,fxszwlpmniphesbpqrzeovneemgyepiajniummxf528,male,1.2348625863137437,8,3,11755,189.16064699810104,B41,C
529,1,1,khtxamrsecvbyuimhxdauiynfxqkdywnapbsnisn529,female,38.911887640059234,8,4,330919,336.3279591685416,C148,
530,1,2,esaynynyfdyzfpvynnxmpfedlpvnxcowysyuljgu530,female,,0,3,112058,96.79323105158342,C124,Q
531,0,1,kyqpgvhguqfbtzozqntlnzvflicvwmgoymrmejsg531,male,71.79634556501878,2,4,29103,240.8252755438807,C124,C
532,0,2,zpyxtxjusgikynmlbtssgtdiwmaqysadfvwfbymr532,female,48.65816553437114,5,1,363291,38.431171686482955,E24,S
533,1,1,jwtwkhutntsajbeflinxsqwdhlryuwjkvnpnrflb533,male,44.217587393096785,5,4,2661,396.3114499783708,B5,Q
534,0,3,dzqqmplipoulsegvlyfbllamsbuzttgnobgnfcud534,female,41.67876885558953,2,5,243880,401.0559552825368,B3,
535,0,1,bviwyihhjzckhajmbrsbehwwxlvmteewcrksileh535,female,8.476082407441464,2,4,13568,419.4423388623605,B20,
536,1,3,tksneknlilrpsaxwurjkxzfpjvqsjdjsdcpqkjeq536,female,30.679691137332934,0,5,349256,125.92696502683621,D10 D12,C
537,0,3,dtfzqjwzabrurppwqwhidcodrxouuseuefearytq537,female,55.565659746695836,2,5,373450,36.680779271127506,E38,
538,0,3,iqnhupdezwdbwcilunmyclpemkdoodlavhubpyfg538,female,60.84903998394056,3,2,36963,495.914530495003,F38,Q
539,0,3,ftukfebkzmjwbipbyzriuexptdcvisjuhdnkpsnc539,female,68.5102039315683,0,2,SOTON/O.Q. 3101312,10.269076664633928,C128,S
540,1,2,dorgelnmqsmmmfzlzipilpwrfysmqqspcpijejpn540,female,77.39156498760033,1,1,110413,506.3425236976932,E31,C
541,1,2,mqqyaevpimwmmzfmriracqvynaoaekvhwrcouhab541,male,8.215543480496502,4,6,365222,76.67151441506638,C103,Q
542,1,3,mrseckcrfdmtunngxqiwujjdhahjensopknwyrmf542,female,68.58089746613173,0,2,350048,508.9097777763923,D47,S
543,0,3,unzgfsmrdmgeldgprmvqmzsjffjvhriccgyunprk543,male,48.03478013739817,0,5,350034,319.68644027542473,E58,
544,1,1,uaefkojtpktdajyyfqutmmcrdpoiocstfhziykyi544,female,,0,5,SOTON/OQ 392090,468.5598749692502,C23 C25 C27,
545,1,2,odrzplezlnvhjenslrhaxnnkqmsngclfgyfqyvbv545,female,21.756352442510558,3,3,111427,11.42460953865567,D17,
546,0,3,arkzboiyonusrfisvhafvhhgrxvteijrblfrupax546,female,42.093540832582484,2,3,373450,111.27830065519916,C95,
547,0,2,kkovfgqefjwjozfsugqzudptyqzmbudtczmsbymi547,male,65.24838267215463,8,2,C.A. 31921,441.7182490742543,C123,
548,0,1,wpqjizygwdkjtypecohhcqixlnchbvklhibbjkck548,male,20.064827713133354,4,4,348121,286.56982448064315,C124,Q
549,0,1,zywolzbmevrpwybuxcggzpkhudkexaewsejjlmgz549,male,4.232470474155253,5,4,28424,152.56845251839573,E25,Q
550,0,1,paowxavljsfndeisqmihnuvhklsucjcghagfmevr550,male,10.908308596194312,2,0,A4. 54510,422.65379143664364,B82 B84,S
551,1,1,xnfyufckhgyegkczsapobmtzndlowktsqflvdthm551,female,5.131317244146944,1,5,11771,54.05008695237851,B73,C
552,0,3,hycjznjpzyyygjojdevqukokaebtrniynrqhzmei552,female,60.07695516688034,4,3,345572,9.834328322031583,B73,Q
553,1,3,soyrfgxinuhqlzunbfdqoaulmbapnpqkcqufmfkb553,female,76.42916756895717,1,1,349206,112.42339136136312,D33,C
554,0,2,gscojmapgkihlhroiuqjvrkmpbzynjrmxkivmztq554,male,74.35319968936285,8,3,371362,192.47015666918637,C126,C
555,0,1,gmkwitqygfqfcmsuksbkkkpwrqymegnxsrmktsco555,female,12.979327776070294,2,0,11765,76.3381093903137,C103,S
556,0,2,omcbhrcynbefejxhwdrckypeijlqswjdejvqhyrg556,female,39.80285007500367,5,3,248727,204.33311289964922,C101,S
557,1,3,bfegnfqxygokrwrsngfigutnryjfyakvilfjkcyl557,male,43.972854319761055,2,0,330932,219.42788385131894,E68,Q
558,1,3,cehuzcbjptouaomjhjmtygndoqzssdigxqivmtym558,female,31.473668995742432,0,1,363291,15.833316833964062,C50,
559,1,1,ivzbmuljcdyhlyhpilcbgqemcnnpfkcdfxszwtnc559,male,77.27793195488047,2,6,PC 17609,119.77306517114796,B57 B59 B63 B66,
560,0,1,xsqdootcnwbetnwocxqbdsqbxpffengbttudmtpn560,female,65.05025514734282,5,2,358585,166.56391445386757,B102,Q
561,0,3,cutntbtvrdxouxcrfcwzpgevlltogxsntxyhxfcd561,male,35.255581626198556,1,2,17466,89.31634900953661,C91,
562,0,2,ssxbvfpzvrdijyrmlcquplatflfgwdkzvunwwdwz562,male,41.36812582667936,1,1,STON/O2. 3101271,212.98866990696453,E8,S
563,0,3,psfmagmpkmlfnxrhvxdkovrlhiixsmgenrmcshvb563,female,25.96432601848137,8,0,PC 17596,17.519653882296108,C49,
564,0,2,pgpkjiwyngyksocarvlzypiqahlbbppvowxmvebt564,female,32.436051338395615,0,6,347466,489.06677172160295,B94,C
565,1,1,qxssmyyqapueyilvquqqtryrgtbgwvvnxburjsrg565,male,60.63115833171612,8,4,SC/AH 3085,469.22041851410296,D36,Q
566,1,3,xhuzimxfdzpykxubhgvczomhksctxzaqhfidkpbd566,female,28.354766940533633,1,1,349223,99.6730966297159,D50,C
567,0,1,vnielrjmcogxzudfvjaeedjncsosxrxxfpfgqqff567,male,40.52004813685218,2,6,SC/AH 3085,338.83860330933663,C82,Q
568,0,1,csthojoaljtlcdmshbzhoahbkhrcxxekpgwnyzvi568,female,48.45930716332279,8,1,CA. 2314,511.49877528338203,T,
569,0,3,ifwzjrkpheimtfiirnkndmhkstsaduzsdtmsbyud569,male,49.84010194295094,2,5,STON/O 2. 3101280,50.8274043159458,D7,S
570,0,3,ittmoewmqyjfgiwdpjdniehkcpxuoxzfivexhmag570,male,74.23354238981936,2,1,SC 1748,65.9721869738982,A31,Q
571,0,3,iydhchuvqsqbkcaopgajrjkayxcmmodemuilxmtk571,female,67.0319568242664,1,3,113055,308.43334667214174,E50,S
572,0,1,cnhabesrcbrtibqxkjzluizhesgprjslmvvjbfwp572,male,36.79714594241897,1,1,231945,463.4908605028322,A26,S
573,1,2,xlsfzctvuoztfjycqxubrwscftxvrwanwlimyopg573,male,29.95288902100812,4,2,315093,107.59685888982018,B102,C
574,0,1,vkxhqejvoyuyxlleucwhsymeakmlokyyejildfti574,male,42.744487862861234,4,4,SOTON/O2 3101272,8.371755466365306,D6,Q
575,0,1,nmcncqgzartyacwlxngluybrbfqwzsaokwmokdfr575,female,12.693447109684534,3,4,2680,438.37725197845276,D46,
576,1,2,hfbvrvitrmgphbffdpjzrkrkdfvbtophygruhyid576,male,34.021903586326744,0,6,2223,46.03817787993001,B38,S
577,0,1,dxotffqidcqitvbrulbbnggmfhlruxfdyykxlcze577,female,41.67926978013516,0,5,PC 17609,393.5752509766126,C118,
578,0,3,ijcahzcujgdegkoreioazwopsvkactroruhbhkga578,female,28.069800145258874,8,0,345765,390.23432993506685,E67,Q
579,0,3,kgssgsqvublkeszvajwzhccyzavfjbcyqfjetayx579,male,0.6502134562121475,3,4,S.C./PARIS 2079,282.90034228248373,C83,C
580,1,1,iowerzzvkfcunbzhbeiqtjwenkzzwrrtltuzabud580,female,69.68892373408775,4,5,2223,342.8166783787536,E10,
581,1,2,ijyqeqfkxkbtbziapuuztzhtqaaxywrxazpqamwx581,female,10.0381401841091,0,1,367655,128.19774648182027,B50,
582,0,3,dnqezznyxnhcoucwmoqjdpangaczgewzaakyvajw582,female,15.254430227802121,4,0,345364,156.68285858283315,B73,
583,0,1,agkhweoxypvxctplvadpfwweendgsamdjsouzxnd583,male,13.632949920437653,2,1,113804,322.88639752267443,E31,Q
584,0,3,aompxirbkcmibhjuyajhbrlaemhstgvnidemfvwv584,female,52.95867730799007,2,2,373450,49.566451731470096,C93,Q
585,0,1,ocbxwfbzkfuwcsbkebalrhzlflleahebnyfypvyw585,male,45.35608707590673,4,5,250649,312.50456916438645,B41,Q
586,0,1,sayavsprasunkhrikkqilzqwlfeqnifmffdpxdkn586,male,42.083661531406,5,6,113059,403.23026475781387,E68,Q
